@RELATION weka

@ATTRIBUTE doc		STRING
@ATTRIBUTE classX	{0.0, 1.0}

@DATA
"fascist fascist personal recurrent modern undesirable effective entertaining effective entertaining read round known available little depressed reach low effortless unrewarding erstwhile funny long gain new past novel ambitious incredible modern silent ",0.0
"interesting worst urban final bad bored laughable incredible credible crappiest ive dominate biggest funny dull boring scary funny funny annoying crazy insane selfloathing creepy middle make believable ",0.0
"toronto wanted beautiful fine ctv canadian harmless awful wastalented canadian cold despondent ",0.0
"low raw sibrels slipshod large nasa conspiratorial audio raw raw distant faraway earthas inexpert misleading selective manipulate actual ",0.0
"know stupid unrealistic absurd excellent good video bother awayi stupid aboutdont horrible horrible ",0.0
"scooby simple successful beloved youve switch right wrong intact particular new scooby classic scooby scooby original scooby weak extraneous fond scooby arent scrappy scooby understand basic individual stereotyped surmount skip want explain think basic detrimental think general isnt happygolucky antithesis shaggy best little afraid emotional rational solve arent obvious necessary complete scooby prone unrelated secret capable capable handicapped human unable participate scooby personified identifiable old selfproclaimed magic classic scooby scooby great trite young hearty raw ",0.0
"low original werent werent fest ensure make ",0.0
"univeristy outrageous shirly little funny human ",0.0
"false financial live good poor hide settle sure silent annoying likeable good frustrated poor flat sad ",0.0
"biological wrong wrong nice ",0.0
"bad ripoff complete awful strong lame yeah viceterminatrix low late crazy dead subpar best somethingunlike interesting bad little afraidthere gore mediocre artistic pointless gory enoughdont ",0.0
"potential wait ",0.0
"simple marry live fine interesting mixed modest conservative modern ",0.0
"sure poor beautiful theatrical normal professional ethnic contrived blue detest ludicrous rough feel spike final casual think wise little colored ",0.0
"murdermystery bad medical mysterious complete bad bad boring poor notable lowbudgeted campy big sure sour great offer suspenseso good dont ",0.0
"worst ive bad ive make dont pure love awful accurate ",0.0
"awful astounding incredible horrendous play good tough resemble similar similar arnaz horrible qualify play ricky small skinny unreal unbelievable fred similar bad horrible want understand real american arnaz similar ",0.0
"remember laughing bad derivative businesslike artful great acting kind arent wont disappointed early lucky cute little puppy nonthreatening climactic bluescreen giant black sidesplitting great ",0.0
"dire worst boring seagal mindless doesnt achieve low irrelevant confusing huge abysmal embarrassing seagal best sorry hard close dire straight gay hot lesbian complete huge mediocre different ive ",0.0
"nintendo begin sucked greatest plain simple tenyear horrible horrible boring entire dont proceed rent good aliensor ",0.0
"slow boring bad special lucky comic big big small best good confirm similar subject good final uninspired ",0.0
"worst rebellious continual nervous terrible hard direct awful sure avoid ",0.0
"subscribe antifreetrade tired clink accept hard clownish ethereal save dreary interminable worst short favorable afraid ",0.0
"personable famed dumb guilty considerable lowe ",0.0
"morris blue bad win subject isnt emotive ",0.0
"entertaining lame free rental dont recommend simple straightforward funny hilarious flat dont lackluster important main funny ",0.0
"original usual practical bad real small suspect best high true favorite good sub good ",0.0
"nicethough nonwatchableno high highbury british english best romantic unfeeling make ",0.0
"shocking consider mean funded talented great plain awful funny mickey live write direct ",0.0
"different good dont choose good excellent ",0.0
"willing suspend ignore subpar good good bad bad bad predictable annoying wretched bad bad terrible contrived obvious rehearsal embarrassing contrived tremendous endurance worst ive dont write bad complete bold daring half sad true american worst ive ",0.0
"dont dont know preposterous suspend let delirious poor little overlong listen repetitive italian giallo complete mish blatant work end mindless pretentious wasnt right ",0.0
"good good entertaining richardswas little disappointed free ",0.0
"big dismayed comic cheated hard normal english populated famous entire local live common nice interesting boring werent funny doif entertaining think walk little cheated ",0.0
"irish mutant little open expose christian likely ",0.0
"long preteen short blank withdraw mysterious wealthy crazy great emptiest ive unbelievable incredible thirtyyearold imaginary small shallow weak predictable memorable cheesy annoying underdeveloped funny good ",0.0
"demeaning japanese unfortunate embarrassing wayne different nineteenth hollywood possible appalling jingoistic bad ",0.0
"big excited local ready wrong noticed believe famous cunning convinced good arnold hidden entire standard wrong mighty know screen didnt shameless bad werent rotten sure ashamed dont embarrass ",0.0
"stylized sure stylish amateur old good greatest alltime successful yash mega bland okay great sole hot stunning saif khan ",0.0
"recommend able bad omega ",0.0
"terrible terrible special terrible terrible wrong dont real pathetic form stuck fake pointless terrible worth ",0.0
"related slow unlikely seek conventional total bad close handsome dull embarrass ruin good hiltz various sexy playful evil devious vulnerable psychotic hot naughty able edgy interesting recommend ",0.0
"ill rich beautiful dull lifeless cold big plain little okay understand second intelligent good second mean mstk ",0.0
